LAT,LONG
"16° 12' 11,687"" S","68° 49' 29,314"" W"
"15° 57' 38,396"" S","67° 40' 39,764"" W"
"16° 10' 3,231"" S","68° 43' 34,449"" W"
"15° 52' 59,064"" S","67° 15' 37,390"" W"
"16° 7' 59,063"" S","68° 38' 33,452"" W"
"15° 56' 29,520"" S","67° 33' 36,890"" W"
"16° 6' 52,507"" S","68° 29' 39,622"" W"
"15° 55' 4,495"" S","67° 29' 47,001"" W"
"16° 10' 19,643"" S","68° 48' 49,470"" W"
"15° 37' 0,476"" S","67° 23' 10,155"" W"
"16° 14' 44,267"" S","67° 7' 46,505"" W"
"15° 59' 42,611"" S","67° 10' 24,979"" W"
"15° 55' 41,028"" S","67° 37' 39,685"" W"
"16° 10' 1,285"" S","68° 49' 16,951"" W"
"15° 54' 8,632"" S","67° 32' 6,634"" W"
"15° 52' 18,667"" S","67° 26' 57,105"" W"
"15° 50' 58,912"" S","67° 16' 7,707"" W"
"15° 50' 23,372"" S","67° 11' 59,264"" W"
"15° 53' 28,761"" S","67° 33' 27,626"" W"
"15° 51' 0,474"" S","67° 17' 15,366"" W"
"15° 52' 29,497"" S","67° 29' 26,119"" W"
"15° 52' 8,811"" S","67° 32' 35,075"" W"
"17° 8' 21,294"" S","67° 23' 32,621"" W"
"15° 51' 28,461"" S","67° 26' 28,903"" W"
"15° 51' 45,757"" S","67° 29' 22,593"" W"
"15° 51' 39,157"" S","67° 31' 50,088"" W"
"16° 11' 39,468"" S","69° 6' 48,912"" W"
"15° 58' 46,867"" S","68° 12' 33,600"" W"
"15° 47' 49,415"" S","67° 6' 55,601"" W"
"15° 49' 23,014"" S","67° 20' 30,566"" W"
"16° 10' 28,682"" S","69° 4' 32,837"" W"
"15° 49' 33,400"" S","67° 26' 8,079"" W"
"15° 51' 6,642"" S","67° 36' 27,458"" W"
"17° 22' 34,150"" S","67° 20' 24,495"" W"
"15° 45' 51,647"" S","67° 2' 13,407"" W"
"16° 3' 29,546"" S","68° 40' 59,137"" W"
"16° 3' 3,270"" S","68° 39' 35,818"" W"
"15° 49' 56,780"" S","67° 35' 5,604"" W"
"16° 2' 44,602"" S","68° 39' 52,711"" W"
"16° 5' 25,188"" S","68° 53' 12,886"" W"
"15° 47' 46,511"" S","67° 19' 46,222"" W"
"16° 4' 29,352"" S","68° 50' 23,858"" W"
"15° 47' 36,065"" S","67° 21' 45,373"" W"
"16° 2' 10,012"" S","68° 38' 16,689"" W"
"16° 4' 53,243"" S","68° 50' 1,238"" W"
"16° 1' 21,116"" S","68° 36' 49,506"" W"
"15° 50' 3,865"" S","67° 41' 3,420"" W"
"16° 1' 7,526"" S","68° 37' 29,575"" W"
"16° 3' 59,888"" S","68° 50' 37,655"" W"
"16° 51' 37,382"" S","67° 9' 40,216"" W"
"14° 4' 15,354"" S","67° 55' 59,241"" W"
"15° 49' 7,678"" S","67° 39' 58,118"" W"
"16° 0' 36,601"" S","68° 37' 17,900"" W"
"15° 48' 28,451"" S","67° 36' 48,895"" W"
"16° 2' 33,687"" S","68° 45' 51,414"" W"
"15° 56' 46,521"" S","68° 47' 18,122"" W"
"15° 38' 46,588"" S","67° 20' 53,445"" W"
"15° 46' 37,332"" S","67° 26' 31,584"" W"
"16° 6' 18,077"" S","69° 3' 4,552"" W"
"15° 42' 10,228"" S","67° 1' 46,537"" W"
"15° 42' 24,482"" S","67° 29' 12,407"" W"
"15° 47' 57,912"" S","67° 40' 46,145"" W"
"16° 1' 49,862"" S","68° 48' 35,648"" W"
"15° 42' 8,110"" S","67° 6' 8,167"" W"
"16° 1' 21,630"" S","68° 47' 33,031"" W"
"15° 42' 40,607"" S","67° 11' 12,143"" W"
"15° 59' 50,806"" S","68° 41' 37,743"" W"
"15° 45' 37,499"" S","67° 39' 2,294"" W"
"15° 57' 33,088"" S","68° 34' 48,444"" W"
"15° 38' 56,740"" S","69° 14' 14,297"" W"
"15° 34' 47,895"" S","69° 3' 48,701"" W"
"15° 45' 27,279"" S","67° 34' 24,405"" W"
"15° 45' 5,722"" S","67° 32' 15,611"" W"
"15° 44' 6,795"" S","67° 35' 33,617"" W"
"15° 25' 51,692"" S","68° 33' 52,210"" W"
"15° 42' 50,187"" S","67° 31' 47,438"" W"
"15° 41' 55,768"" S","67° 26' 53,514"" W"
"15° 39' 2,416"" S","67° 17' 34,716"" W"
"15° 38' 16,790"" S","67° 7' 5,312"" W"
"15° 56' 23,004"" S","68° 41' 54,215"" W"
"15° 41' 50,815"" S","67° 31' 1,503"" W"
"15° 55' 19,448"" S","68° 40' 22,764"" W"
"15° 45' 2,744"" S","67° 53' 31,128"" W"
"15° 38' 19,385"" S","67° 18' 57,856"" W"
"15° 54' 40,957"" S","68° 41' 33,333"" W"
"15° 55' 23,347"" S","68° 44' 57,584"" W"
"15° 55' 28,196"" S","68° 45' 25,797"" W"
"15° 40' 30,344"" S","67° 34' 20,966"" W"
"15° 40' 12,752"" S","67° 32' 37,967"" W"
"15° 36' 34,412"" S","67° 12' 10,782"" W"
"15° 38' 22,088"" S","67° 23' 51,947"" W"
"15° 37' 33,851"" S","67° 25' 13,472"" W"
"15° 35' 46,592"" S","67° 9' 39,683"" W"
"15° 36' 29,775"" S","67° 14' 49,131"" W"
"15° 37' 23,787"" S","67° 25' 26,949"" W"
"15° 37' 54,619"" S","67° 26' 4,168"" W"
"15° 36' 41,190"" S","67° 24' 59,041"" W"
"15° 33' 57,445"" S","67° 5' 11,954"" W"
"15° 38' 35,123"" S","67° 34' 39,276"" W"
"13° 56' 59,760"" S","67° 31' 33,731"" W"
"16° 46' 44,776"" S","68° 45' 42,210"" W"
"16° 53' 30,523"" S","68° 32' 19,210"" W"
"15° 37' 54,815"" S","67° 33' 50,363"" W"
"15° 36' 28,072"" S","67° 26' 35,711"" W"
"15° 35' 45,670"" S","67° 23' 25,672"" W"
"15° 36' 9,744"" S","67° 27' 1,979"" W"
"15° 53' 31,877"" S","68° 49' 16,371"" W"
"15° 34' 17,913"" S","67° 18' 41,825"" W"
"15° 35' 30,095"" S","67° 26' 14,044"" W"
"15° 39' 58,382"" S","67° 52' 35,541"" W"
"15° 50' 8,185"" S","68° 39' 19,759"" W"
"15° 36' 36,298"" S","67° 35' 54,537"" W"
"15° 34' 34,587"" S","67° 24' 47,876"" W"
"15° 32' 8,772"" S","67° 12' 25,240"" W"
"15° 53' 46,040"" S","68° 56' 22,883"" W"
"15° 49' 17,340"" S","68° 41' 1,789"" W"
"15° 27' 50,602"" S","67° 16' 50,376"" W"
"15° 50' 5,729"" S","68° 43' 58,167"" W"
"15° 30' 50,321"" S","67° 9' 4,480"" W"
"15° 30' 38,949"" S","67° 16' 18,000"" W"
"15° 50' 44,073"" S","67° 34' 43,086"" W"
"17° 35' 32,050"" S","68° 2' 29,376"" W"
"15° 30' 44,135"" S","67° 22' 7,655"" W"
"15° 28' 22,429"" S","67° 3' 55,770"" W"
"15° 29' 49,691"" S","67° 13' 59,280"" W"
"16° 28' 30,248"" S","68° 22' 14,773"" W"
"15° 11' 0,179"" S","67° 35' 17,098"" W"
"15° 51' 50,181"" S","67° 43' 37,962"" W"
"15° 31' 50,515"" S","69° 3' 33,734"" W"
"16° 12' 32,365"" S","68° 41' 55,348"" W"
"17° 34' 11,199"" S","67° 55' 23,229"" W"
"15° 34' 50,630"" S","67° 43' 26,300"" W"
"15° 30' 34,895"" S","67° 24' 37,944"" W"
"15° 31' 19,823"" S","67° 29' 1,768"" W"
"17° 34' 14,683"" S","67° 47' 10,024"" W"
"17° 33' 45,394"" S","67° 49' 52,364"" W"
"17° 34' 11,742"" S","67° 56' 50,331"" W"
"15° 30' 10,353"" S","67° 27' 16,599"" W"
"15° 30' 9,145"" S","67° 29' 18,267"" W"
"15° 27' 34,344"" S","67° 18' 20,399"" W"
"15° 31' 29,224"" S","67° 41' 23,899"" W"
"15° 28' 34,239"" S","67° 25' 31,151"" W"
"15° 39' 52,631"" S","68° 22' 9,486"" W"
"15° 32' 42,222"" S","67° 49' 26,902"" W"
"15° 43' 30,303"" S","68° 40' 39,528"" W"
"15° 26' 3,150"" S","67° 19' 6,801"" W"
"15° 25' 23,747"" S","67° 15' 9,411"" W"
"15° 24' 56,181"" S","67° 14' 42,537"" W"
"15° 30' 53,555"" S","67° 48' 17,778"" W"
"16° 37' 0,716"" S","67° 27' 14,835"" W"
"15° 28' 51,808"" S","67° 48' 27,756"" W"
"15° 47' 21,590"" S","69° 3' 1,862"" W"
"15° 29' 13,401"" S","67° 52' 4,982"" W"
"15° 25' 5,583"" S","67° 36' 13,446"" W"
"15° 24' 42,811"" S","67° 35' 7,285"" W"
"15° 43' 59,343"" S","68° 58' 25,427"" W"
"15° 49' 50,704"" S","67° 5' 35,123"" W"
"15° 28' 18,600"" S","67° 55' 0,473"" W"
"15° 23' 34,495"" S","67° 31' 9,789"" W"
"15° 41' 15,269"" S","68° 50' 6,363"" W"
"15° 41' 58,629"" S","68° 53' 53,616"" W"
"15° 37' 25,981"" S","68° 37' 23,108"" W"
"15° 42' 51,112"" S","68° 59' 4,617"" W"
"15° 39' 57,436"" S","68° 48' 40,026"" W"
"16° 14' 0,841"" S","68° 35' 38,352"" W"
"16° 37' 51,140"" S","67° 3' 4,594"" W"
"15° 31' 35,651"" S","67° 55' 23,370"" W"
"15° 38' 28,548"" S","68° 44' 55,958"" W"
"15° 36' 26,568"" S","68° 37' 17,306"" W"
"15° 40' 40,652"" S","68° 53' 28,896"" W"
"15° 37' 38,611"" S","68° 42' 21,760"" W"
"15° 24' 27,387"" S","67° 51' 3,118"" W"
"15° 40' 52,300"" S","68° 55' 12,933"" W"
"15° 39' 36,743"" S","68° 33' 4,535"" W"
"15° 37' 30,638"" S","68° 43' 39,874"" W"
"15° 39' 34,906"" S","68° 51' 19,041"" W"
"15° 36' 37,502"" S","68° 41' 55,770"" W"
"15° 30' 29,543"" S","67° 53' 40,284"" W"
"17° 34' 59,404"" S","68° 45' 51,333"" W"
"15° 36' 39,688"" S","68° 43' 12,672"" W"
"15° 42' 38,995"" S","69° 7' 28,382"" W"
"15° 19' 9,512"" S","67° 35' 2,391"" W"
"15° 24' 14,910"" S","68° 3' 31,828"" W"
"15° 40' 49,683"" S","69° 8' 47,684"" W"
"17° 27' 36,148"" S","67° 37' 14,926"" W"
"17° 26' 10,486"" S","66° 58' 55,705"" W"
"17° 27' 32,733"" S","67° 38' 31,590"" W"
"17° 27' 8,127"" S","67° 35' 48,464"" W"
"17° 25' 36,357"" S","67° 31' 16,857"" W"
"17° 24' 10,593"" S","66° 55' 21,706"" W"
"17° 23' 45,185"" S","66° 53' 45,698"" W"
"15° 30' 15,764"" S","68° 37' 58,816"" W"
"15° 37' 42,125"" S","69° 5' 1,082"" W"
"15° 40' 27,308"" S","69° 15' 5,026"" W"
"15° 34' 55,308"" S","68° 56' 44,002"" W"
"15° 18' 51,674"" S","67° 52' 56,543"" W"
"15° 35' 50,208"" S","69° 4' 35,029"" W"
"15° 32' 3,188"" S","68° 49' 15,605"" W"
"15° 21' 55,677"" S","68° 11' 53,496"" W"
"15° 34' 49,377"" S","69° 1' 3,425"" W"
"15° 38' 55,383"" S","69° 15' 32,138"" W"
"15° 37' 32,631"" S","69° 11' 29,717"" W"
"15° 27' 10,557"" S","68° 37' 9,711"" W"
"15° 30' 58,244"" S","68° 51' 5,163"" W"
"15° 38' 7,426"" S","69° 15' 18,190"" W"
"15° 31' 26,014"" S","68° 51' 17,295"" W"
"15° 32' 30,733"" S","68° 55' 39,011"" W"
"15° 30' 19,387"" S","68° 48' 13,515"" W"
"15° 18' 17,330"" S","68° 22' 39,513"" W"
"15° 30' 24,234"" S","68° 49' 37,764"" W"
"15° 28' 20,102"" S","68° 42' 34,592"" W"
"15° 35' 4,855"" S","69° 6' 59,368"" W"
"15° 31' 40,955"" S","68° 56' 10,455"" W"
"17° 23' 39,418"" S","67° 30' 39,348"" W"
"15° 32' 11,439"" S","68° 59' 40,129"" W"
"15° 23' 20,366"" S","68° 30' 57,294"" W"
"15° 24' 18,134"" S","68° 44' 16,061"" W"
"15° 27' 51,839"" S","68° 57' 8,494"" W"
"15° 28' 13,869"" S","68° 58' 26,283"" W"
"15° 25' 22,919"" S","68° 49' 41,872"" W"
"15° 27' 26,726"" S","68° 57' 11,486"" W"
"15° 18' 15,286"" S","68° 23' 52,681"" W"
"15° 28' 53,463"" S","69° 6' 28,098"" W"
"15° 17' 34,498"" S","68° 25' 16,747"" W"
"15° 22' 6,609"" S","68° 46' 55,822"" W"
"15° 22' 8,743"" S","68° 47' 15,034"" W"
"16° 12' 59,022"" S","68° 4' 25,527"" W"
"15° 12' 16,721"" S","68° 15' 32,383"" W"
"17° 20' 16,318"" S","67° 38' 49,944"" W"
"15° 25' 40,159"" S","69° 11' 23,474"" W"
"15° 22' 51,287"" S","69° 4' 47,708"" W"
"15° 24' 23,969"" S","69° 11' 39,549"" W"
"17° 23' 24,261"" S","67° 35' 57,771"" W"
"15° 21' 50,789"" S","69° 1' 11,597"" W"
"14° 42' 28,031"" S","68° 22' 33,088"" W"
"15° 19' 46,440"" S","69° 2' 20,122"" W"
"15° 8' 7,665"" S","68° 28' 31,153"" W"
"14° 36' 4,055"" S","68° 41' 19,987"" W"
"15° 1' 9,292"" S","68° 10' 10,809"" W"
"15° 4' 43,117"" S","68° 28' 43,519"" W"
"14° 51' 4,995"" S","67° 56' 33,199"" W"
"15° 11' 33,548"" S","68° 58' 36,100"" W"
"15° 10' 38,797"" S","68° 57' 16,838"" W"
"14° 45' 46,398"" S","68° 28' 46,534"" W"
"15° 9' 33,064"" S","68° 59' 9,213"" W"
"15° 7' 50,421"" S","68° 55' 37,563"" W"
"15° 7' 30,413"" S","69° 0' 29,358"" W"
"17° 8' 31,193"" S","67° 40' 14,132"" W"
"14° 50' 14,763"" S","68° 32' 48,428"" W"
"14° 53' 17,771"" S","68° 32' 4,438"" W"
"14° 49' 15,251"" S","68° 18' 10,002"" W"
"14° 45' 0,843"" S","68° 24' 46,650"" W"
"16° 30' 53,498"" S","68° 33' 15,664"" W"
"15° 30' 37,287"" S","69° 13' 22,182"" W"
"14° 30' 20,963"" S","67° 29' 6,814"" W"
"17° 44' 21,758"" S","67° 55' 13,356"" W"
"17° 19' 52,025"" S","67° 3' 2,765"" W"
"13° 53' 50,138"" S","67° 57' 38,852"" W"
"13° 29' 5,805"" S","67° 56' 9,538"" W"
"12° 36' 50,209"" S","67° 10' 17,275"" W"
"16° 18' 13,410"" S","67° 53' 16,078"" W"
"15° 31' 53,801"" S","69° 15' 27,848"" W"
"16° 24' 53,895"" S","67° 4' 47,568"" W"
"16° 12' 5,636"" S","67° 47' 45,420"" W"
"16° 27' 34,917"" S","67° 18' 22,505"" W"
"15° 45' 57,990"" S","68° 57' 56,042"" W"
"16° 20' 46,970"" S","67° 17' 59,821"" W"
"16° 59' 16,633"" S","67° 39' 34,722"" W"
"16° 3' 24,057"" S","67° 9' 13,112"" W"
"15° 37' 46,160"" S","67° 6' 46,797"" W"
"15° 24' 12,569"" S","67° 17' 10,336"" W"
"15° 23' 19,341"" S","67° 17' 20,972"" W"
"16° 40' 49,587"" S","67° 12' 57,287"" W"
"15° 32' 51,886"" S","68° 56' 24,681"" W"
"16° 27' 26,910"" S","67° 26' 21,007"" W"
"15° 27' 49,988"" S","68° 59' 44,499"" W"
"16° 26' 35,702"" S","68° 56' 41,557"" W"
"15° 35' 11,579"" S","69° 4' 22,096"" W"
"16° 40' 55,096"" S","68° 28' 14,260"" W"
"17° 19' 12,917"" S","67° 40' 35,858"" W"
"17° 19' 15,311"" S","67° 44' 28,809"" W"
"16° 15' 5,655"" S","67° 15' 4,757"" W"
"16° 5' 25,817"" S","67° 16' 12,818"" W"
"15° 26' 33,824"" S","69° 11' 57,367"" W"
"17° 18' 26,205"" S","67° 40' 24,086"" W"
"16° 55' 51,101"" S","67° 55' 8,180"" W"
"15° 27' 1,820"" S","67° 41' 14,192"" W"
"14° 50' 10,911"" S","69° 13' 55,525"" W"
"15° 44' 57,866"" S","67° 28' 48,965"" W"
"15° 49' 8,867"" S","67° 37' 48,345"" W"
"15° 29' 36,157"" S","67° 11' 22,931"" W"
"17° 12' 8,258"" S","68° 43' 46,662"" W"
"17° 38' 43,584"" S","67° 51' 40,777"" W"
"16° 5' 32,803"" S","68° 2' 38,306"" W"
"16° 23' 34,347"" S","68° 29' 18,757"" W"
"16° 16' 44,078"" S","67° 38' 33,419"" W"
"15° 58' 47,384"" S","67° 24' 11,071"" W"
"15° 3' 30,463"" S","68° 54' 47,055"" W"
"15° 45' 13,878"" S","67° 8' 51,896"" W"
"17° 38' 13,994"" S","67° 51' 22,229"" W"
"15° 38' 36,233"" S","67° 10' 28,834"" W"
"15° 36' 57,613"" S","67° 29' 14,040"" W"
"17° 28' 35,659"" S","68° 0' 31,399"" W"
"15° 29' 35,897"" S","67° 55' 50,541"" W"
"15° 37' 17,776"" S","67° 40' 26,960"" W"
"14° 41' 49,447"" S","69° 5' 58,289"" W"
"17° 42' 43,097"" S","67° 56' 8,857"" W"
"15° 34' 18,485"" S","69° 5' 20,277"" W"
"16° 6' 5,498"" S","67° 44' 37,520"" W"
"17° 14' 42,281"" S","69° 16' 31,670"" W"
"15° 35' 17,559"" S","69° 14' 12,030"" W"
"17° 41' 33,558"" S","67° 54' 5,526"" W"
"17° 41' 33,173"" S","68° 1' 19,787"" W"
"17° 40' 9,902"" S","68° 2' 39,006"" W"
"17° 39' 3,035"" S","67° 59' 54,258"" W"
"17° 17' 2,018"" S","69° 27' 53,179"" W"
"15° 27' 26,235"" S","67° 17' 31,909"" W"
"15° 26' 40,570"" S","67° 13' 15,228"" W"
"15° 40' 32,580"" S","68° 24' 9,757"" W"
"17° 35' 29,859"" S","67° 39' 49,778"" W"
"17° 34' 10,351"" S","66° 56' 22,621"" W"
"17° 21' 39,654"" S","67° 50' 28,143"" W"
"17° 7' 6,366"" S","67° 17' 22,259"" W"
"17° 0' 31,704"" S","67° 39' 54,376"" W"
"15° 42' 52,367"" S","68° 38' 30,565"" W"
"16° 59' 31,448"" S","67° 39' 25,309"" W"
"15° 40' 32,421"" S","69° 8' 45,139"" W"
"17° 8' 56,664"" S","69° 9' 2,534"" W"
"17° 6' 20,968"" S","69° 2' 7,848"" W"
"17° 9' 19,075"" S","69° 16' 40,805"" W"
"16° 40' 46,423"" S","68° 51' 57,130"" W"
"17° 13' 9,802"" S","68° 12' 18,831"" W"
"16° 50' 49,146"" S","67° 53' 30,855"" W"
"16° 44' 33,213"" S","67° 48' 10,425"" W"
"16° 15' 1,036"" S","68° 34' 9,282"" W"
"16° 0' 56,362"" S","67° 10' 11,597"" W"
"16° 18' 50,562"" S","67° 37' 55,161"" W"
"15° 15' 30,655"" S","68° 20' 42,801"" W"
"16° 17' 41,944"" S","68° 46' 34,567"" W"
"16° 10' 38,366"" S","68° 43' 49,589"" W"
"15° 41' 7,996"" S","67° 8' 54,432"" W"
"15° 46' 1,532"" S","67° 40' 18,086"" W"
"17° 1' 24,317"" S","68° 36' 20,854"" W"
"17° 5' 36,063"" S","67° 27' 8,076"" W"
"16° 40' 5,091"" S","68° 1' 4,642"" W"
"14° 57' 17,899"" S","69° 17' 46,529"" W"
"16° 33' 20,534"" S","67° 47' 36,944"" W"
"17° 2' 18,200"" S","67° 53' 37,020"" W"
"17° 0' 29,496"" S","67° 34' 46,773"" W"
"15° 41' 56,698"" S","67° 15' 23,494"" W"
"15° 29' 17,489"" S","67° 27' 35,910"" W"
"17° 35' 35,687"" S","69° 26' 47,228"" W"
"15° 33' 14,209"" S","67° 46' 30,440"" W"
"14° 36' 58,327"" S","68° 11' 24,367"" W"
"15° 30' 31,346"" S","67° 40' 54,749"" W"
"15° 21' 50,614"" S","67° 6' 13,355"" W"
"15° 46' 40,821"" S","69° 1' 18,296"" W"
"15° 46' 54,660"" S","69° 2' 9,969"" W"
"15° 46' 19,586"" S","69° 0' 7,043"" W"
"16° 37' 44,194"" S","68° 3' 10,644"" W"
"17° 18' 42,457"" S","67° 51' 42,660"" W"
"16° 18' 25,813"" S","67° 49' 40,776"" W"
"15° 21' 22,248"" S","67° 29' 59,081"" W"
"16° 18' 12,571"" S","67° 53' 16,683"" W"
"17° 0' 11,891"" S","68° 23' 10,906"" W"
"16° 53' 26,012"" S","67° 32' 26,386"" W"
"17° 8' 30,050"" S","69° 11' 44,573"" W"
"15° 55' 50,237"" S","67° 36' 49,129"" W"
"15° 39' 29,210"" S","67° 27' 27,919"" W"
"16° 1' 7,312"" S","68° 47' 51,995"" W"
"16° 57' 33,685"" S","67° 47' 47,223"" W"
"15° 41' 49,701"" S","66° 58' 36,248"" W"
"16° 46' 40,206"" S","69° 6' 0,750"" W"
"15° 23' 58,816"" S","67° 9' 0,249"" W"
"16° 29' 0,062"" S","67° 27' 40,548"" W"
"15° 30' 38,382"" S","67° 41' 50,708"" W"
"17° 1' 10,073"" S","69° 4' 10,792"" W"
"15° 49' 18,523"" S","67° 40' 54,476"" W"
"16° 9' 56,405"" S","68° 40' 3,182"" W"
"17° 10' 21,033"" S","67° 31' 39,417"" W"
"15° 48' 20,053"" S","68° 40' 34,802"" W"
"16° 20' 49,010"" S","68° 35' 18,108"" W"
"17° 4' 31,742"" S","69° 11' 46,497"" W"
"17° 30' 41,134"" S","67° 49' 10,423"" W"
"15° 37' 51,056"" S","68° 32' 38,993"" W"
"16° 2' 49,436"" S","68° 41' 7,235"" W"
"15° 49' 25,255"" S","67° 0' 34,607"" W"
"15° 35' 8,364"" S","69° 4' 37,574"" W"
"16° 4' 56,391"" S","67° 6' 54,015"" W"
"16° 10' 45,019"" S","67° 4' 14,387"" W"
"15° 53' 29,488"" S","67° 1' 32,448"" W"
"15° 44' 14,201"" S","68° 45' 21,047"" W"
"16° 4' 6,062"" S","68° 29' 46,110"" W"
"15° 24' 5,074"" S","67° 30' 36,838"" W"
"16° 40' 59,607"" S","67° 53' 53,622"" W"
"15° 24' 1,403"" S","68° 38' 39,233"" W"
"15° 26' 32,913"" S","68° 45' 52,988"" W"
"15° 28' 3,154"" S","68° 52' 45,615"" W"
"15° 26' 8,018"" S","68° 46' 6,690"" W"
"15° 48' 16,903"" S","68° 45' 14,051"" W"
"16° 18' 55,557"" S","67° 25' 36,535"" W"
"16° 46' 35,930"" S","68° 42' 7,888"" W"
"15° 18' 55,492"" S","68° 18' 56,031"" W"
"15° 31' 39,571"" S","69° 8' 41,338"" W"
"15° 34' 3,653"" S","69° 14' 24,683"" W"
"15° 27' 6,943"" S","68° 56' 29,960"" W"
"16° 50' 41,838"" S","67° 35' 2,894"" W"
"16° 17' 7,299"" S","67° 19' 9,143"" W"
"16° 16' 54,758"" S","67° 21' 1,487"" W"
"16° 16' 11,635"" S","68° 28' 24,217"" W"
"16° 18' 46,875"" S","68° 40' 32,948"" W"
"16° 8' 2,526"" S","67° 45' 2,942"" W"
"15° 27' 57,511"" S","69° 7' 26,596"" W"
"16° 2' 15,130"" S","67° 10' 11,465"" W"
"15° 52' 2,309"" S","67° 24' 46,173"" W"
"15° 52' 58,141"" S","67° 36' 58,311"" W"
"15° 35' 44,101"" S","68° 6' 13,573"" W"
"16° 40' 20,857"" S","67° 55' 1,629"" W"
"16° 30' 35,310"" S","68° 27' 10,700"" W"
"16° 3' 24,726"" S","67° 48' 10,467"" W"
"15° 50' 24,602"" S","67° 27' 35,223"" W"
"15° 57' 45,975"" S","68° 37' 16,783"" W"
"16° 33' 51,068"" S","67° 20' 4,820"" W"
"17° 25' 33,711"" S","68° 6' 24,992"" W"
"16° 34' 19,685"" S","68° 20' 35,264"" W"
"16° 47' 38,583"" S","68° 40' 20,097"" W"
"16° 52' 35,367"" S","68° 11' 31,231"" W"
"16° 38' 15,775"" S","67° 15' 9,422"" W"
"16° 4' 50,234"" S","67° 42' 13,640"" W"
"16° 9' 2,708"" S","68° 51' 13,026"" W"
"15° 44' 12,911"" S","67° 26' 17,205"" W"
"16° 23' 11,807"" S","68° 39' 5,845"" W"
"15° 34' 28,871"" S","67° 47' 46,842"" W"
"15° 46' 51,270"" S","68° 42' 55,973"" W"
"17° 14' 27,728"" S","67° 22' 50,732"" W"
"15° 59' 28,373"" S","67° 5' 43,764"" W"
"15° 41' 0,056"" S","67° 6' 5,867"" W"
"15° 53' 17,718"" S","68° 16' 57,006"" W"
"15° 44' 38,286"" S","67° 34' 51,052"" W"
"15° 40' 22,364"" S","67° 42' 38,635"" W"
"15° 31' 52,939"" S","67° 14' 22,050"" W"
"15° 45' 1,787"" S","68° 40' 5,718"" W"
"15° 45' 9,382"" S","69° 3' 18,127"" W"
"15° 24' 2,080"" S","67° 33' 37,320"" W"
"16° 26' 19,359"" S","68° 22' 25,126"" W"
"12° 26' 46,598"" S","68° 30' 26,615"" W"
"12° 2' 42,969"" S","67° 41' 52,785"" W"
"17° 32' 39,764"" S","66° 59' 22,455"" W"
"17° 34' 35,912"" S","67° 54' 11,057"" W"
"17° 21' 13,672"" S","66° 52' 21,893"" W"
"16° 21' 23,940"" S","68° 34' 15,480"" W"
"16° 10' 13,061"" S","68° 49' 41,496"" W"
"17° 33' 58,223"" S","67° 59' 8,307"" W"
"15° 36' 43,798"" S","68° 54' 48,647"" W"
"17° 24' 50,628"" S","67° 33' 1,122"" W"
"15° 31' 26,628"" S","68° 48' 47,972"" W"
"15° 29' 20,579"" S","68° 53' 40,782"" W"
"15° 10' 24,239"" S","68° 59' 3,984"" W"
"15° 7' 56,802"" S","69° 10' 25,519"" W"
"16° 27' 25,958"" S","67° 27' 1,361"" W"
"15° 4' 21,933"" S","69° 3' 27,580"" W"
"16° 49' 2,092"" S","66° 54' 19,365"" W"
"15° 38' 8,515"" S","68° 42' 13,819"" W"
"15° 39' 45,160"" S","67° 26' 52,563"" W"
"15° 34' 3,594"" S","68° 57' 22,029"" W"
"16° 57' 58,676"" S","69° 8' 16,593"" W"
"17° 11' 52,846"" S","69° 16' 44,221"" W"
"15° 11' 39,855"" S","69° 0' 8,146"" W"
"15° 10' 35,226"" S","68° 59' 37,519"" W"
"15° 10' 7,397"" S","68° 56' 13,476"" W"
"16° 39' 9,112"" S","67° 38' 10,546"" W"
"17° 39' 14,454"" S","68° 2' 56,921"" W"
"16° 38' 34,671"" S","68° 2' 36,794"" W"
"16° 36' 22,723"" S","68° 8' 22,873"" W"
"15° 46' 23,395"" S","68° 38' 59,005"" W"
"17° 8' 28,819"" S","68° 10' 6,282"" W"
"16° 5' 4,101"" S","67° 14' 17,955"" W"
"17° 13' 23,447"" S","68° 6' 45,751"" W"
"15° 47' 38,214"" S","67° 9' 55,758"" W"
"15° 16' 8,453"" S","68° 18' 11,071"" W"
"17° 10' 24,002"" S","67° 36' 2,919"" W"
"16° 12' 27,883"" S","67° 48' 14,721"" W"
"15° 36' 10,638"" S","67° 36' 19,131"" W"
"15° 36' 16,406"" S","68° 5' 14,952"" W"
"17° 11' 56,092"" S","69° 1' 4,467"" W"
"15° 36' 45,104"" S","68° 58' 53,417"" W"
"16° 4' 36,547"" S","68° 52' 1,197"" W"
"16° 48' 39,726"" S","68° 36' 55,788"" W"
"16° 40' 5,435"" S","68° 8' 27,046"" W"
"16° 33' 40,926"" S","67° 19' 36,083"" W"
"16° 39' 33,868"" S","68° 13' 3,000"" W"
"16° 50' 42,340"" S","69° 11' 11,749"" W"
"16° 43' 31,960"" S","66° 57' 2,631"" W"
"15° 34' 32,425"" S","68° 57' 36,830"" W"
"13° 45' 0,002"" S","68° 13' 22,535"" W"
"17° 6' 26,776"" S","68° 25' 30,467"" W"
"16° 17' 41,232"" S","68° 25' 57,429"" W"
"15° 32' 2,145"" S","68° 58' 0,358"" W"
"15° 35' 36,526"" S","67° 1' 47,383"" W"
